date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:31:04	7294/7294	U-----	200	untouched ('')	image/png	etag:%2254454444-1c7e%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-events.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-events.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:04	17043/17043	U-----	200	untouched ('')	image/png	etag:%2254454444-4293%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/projectlogosfull-small.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/projectlogosfull-small.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:05	5436/5436	U-----	200	untouched ('')	image/png	etag:%2254454444-153c%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/gauze.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/gauze.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:05	149/149	U-----	200	untouched ('')	image/png	etag:%2254454444-95%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/bullet.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/bullet.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:05	2767/2767	U-----	200	untouched ('')	image/png	etag:%2254454444-acf%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/dark-grey-tile.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/dark-grey-tile.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:00%20GMT	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images-foundation/gauze.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images-foundation/gauze.html	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:06	278/278	U-----	200	untouched ('')	image/png	etag:%2254454444-116%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-mediatemple.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-mediatemple.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:06	516/516	U-----	200	untouched ('')	image/png	etag:%2254454444-204%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-maxcdn.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-maxcdn.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:06	378/378	U-----	200	untouched ('')	image/png	etag:%2254454444-17a%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-wordpress.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-wordpress.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:06	9664/9664	U-----	200	untouched ('')	image/png	etag:%2254454444-25c0%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:06	9304/9304	U-----	200	untouched ('')	image/png	etag:%2254454444-2458%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-ui@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-ui@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:07	8410/8410	U-----	200	untouched ('')	image/png	etag:%2254454444-20da%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-mobile@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-mobile@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:07	9121/9121	U-----	200	untouched ('')	image/png	etag:%2254454444-23a1%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-qunit@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-qunit@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:07	13982/13982	U-----	200	untouched ('')	image/png	etag:%2254454444-369e%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-sizzle@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-sizzle@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:07	7660/7660	U-----	200	untouched ('')	image/png	etag:%2254454444-1dec%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-foundation@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-foundation@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:07	7953/7953	U-----	200	untouched ('')	image/png	etag:%2254454444-1f11%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-events@2x.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/logo-jquery-events@2x.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:07	115/115	U-----	200	untouched ('')	image/png	etag:%2254454444-73%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/overlay.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/overlay.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:08	76/76	U-----	200	untouched ('')	image/png	etag:%2254454444-4c%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/border.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/border.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:08	1257/1257	U-----	200	untouched ('')	image/png	etag:%2254454444-4e9%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/controls.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/controls.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:08	131/131	U-----	200	untouched ('')	image/png	etag:%2254454444-83%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/loading_background.png	api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/loading_background.png	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:08	8685/8685	U-----	200	untouched ('')	image/gif	etag:%2254454444-21ed%22	http://api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/loading.gif	api.qunitjs.com/jquery-wp-content/themes/jquery/images/colorbox/loading.gif	(from http://api.qunitjs.com/jquery-wp-content/themes/jquery/css/base.css?v=1)
10:31:10	21109/21109	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:04%20GMT	http://api.qunitjs.com/async/	api.qunitjs.com/async/index.html	(from https://api.qunitjs.com/category/all/)
10:31:10	14898/14898	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:04%20GMT	http://api.qunitjs.com/deepEqual/	api.qunitjs.com/deepEqual/index.html	(from https://api.qunitjs.com/category/all/)
10:31:10	16716/16716	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:04%20GMT	http://api.qunitjs.com/equal/	api.qunitjs.com/equal/index.html	(from https://api.qunitjs.com/category/all/)
10:31:10	15884/15884	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:05%20GMT	http://api.qunitjs.com/expect/	api.qunitjs.com/expect/index.html	(from https://api.qunitjs.com/category/all/)
10:31:10	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:05%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2Fasync%2F	api.qunitjs.com/wp-json/oembed/1.0/embedce7e	(from http://api.qunitjs.com/async/)
10:31:11	14961/14961	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:06%20GMT	http://api.qunitjs.com/notDeepEqual/	api.qunitjs.com/notDeepEqual/index.html	(from https://api.qunitjs.com/category/all/)
10:31:11	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:06%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2Fasync%2F&format=xml	api.qunitjs.com/wp-json/oembed/1.0/embedea33	(from http://api.qunitjs.com/async/)
10:31:11	14662/14662	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:06%20GMT	http://api.qunitjs.com/notEqual/	api.qunitjs.com/notEqual/index.html	(from https://api.qunitjs.com/category/all/)
10:31:12	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:07%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2FdeepEqual%2F	api.qunitjs.com/wp-json/oembed/1.0/embedec54	(from http://api.qunitjs.com/deepEqual/)
10:31:12	15769/15769	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:07%20GMT	http://api.qunitjs.com/notOk/	api.qunitjs.com/notOk/index.html	(from https://api.qunitjs.com/category/all/)
10:31:12	16870/16870	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:07%20GMT	http://api.qunitjs.com/notPropEqual/	api.qunitjs.com/notPropEqual/index.html	(from https://api.qunitjs.com/category/all/)
10:31:12	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:07%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2FdeepEqual%2F&format=xml	api.qunitjs.com/wp-json/oembed/1.0/embed9340	(from http://api.qunitjs.com/deepEqual/)
10:31:13	14728/14728	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:08%20GMT	http://api.qunitjs.com/notStrictEqual/	api.qunitjs.com/notStrictEqual/index.html	(from https://api.qunitjs.com/category/all/)
10:31:13	15712/15712	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:08%20GMT	http://api.qunitjs.com/ok/	api.qunitjs.com/ok/index.html	(from https://api.qunitjs.com/category/all/)
10:31:13	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:08%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2Fequal%2F	api.qunitjs.com/wp-json/oembed/1.0/embed7545	(from http://api.qunitjs.com/equal/)
10:31:14	17134/17134	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:09%20GMT	http://api.qunitjs.com/propEqual/	api.qunitjs.com/propEqual/index.html	(from https://api.qunitjs.com/category/all/)
10:31:14	14120/14120	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:09%20GMT	http://api.qunitjs.com/QUnit.asyncTest/	api.qunitjs.com/QUnit.asyncTest/index.html	(from https://api.qunitjs.com/category/all/)
10:31:14	14009/14009	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:09%20GMT	http://api.qunitjs.com/QUnit.begin/	api.qunitjs.com/QUnit.begin/index.html	(from https://api.qunitjs.com/category/all/)
10:31:14	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:09%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2Fequal%2F&format=xml	api.qunitjs.com/wp-json/oembed/1.0/embed59d0	(from http://api.qunitjs.com/equal/)
10:31:14	14602/14602	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:09%20GMT	http://api.qunitjs.com/QUnit.done/	api.qunitjs.com/QUnit.done/index.html	(from https://api.qunitjs.com/category/all/)
10:31:15	18911/18911	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:10%20GMT	http://api.qunitjs.com/QUnit.dump.parse/	api.qunitjs.com/QUnit.dump.parse/index.html	(from https://api.qunitjs.com/category/all/)
10:31:15	12997/12997	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:10%20GMT	http://api.qunitjs.com/QUnit.init/	api.qunitjs.com/QUnit.init/index.html	(from https://api.qunitjs.com/category/all/)
10:31:15	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:10%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2Fexpect%2F	api.qunitjs.com/wp-json/oembed/1.0/embed87c3	(from http://api.qunitjs.com/expect/)
10:31:16	18670/18670	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:11%20GMT	http://api.qunitjs.com/QUnit.log/	api.qunitjs.com/QUnit.log/index.html	(from https://api.qunitjs.com/category/all/)
10:31:16	14670/14670	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:11%20GMT	http://api.qunitjs.com/QUnit.moduleDone/	api.qunitjs.com/QUnit.moduleDone/index.html	(from https://api.qunitjs.com/category/all/)
10:31:17	32876/32876	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:11%20GMT	http://api.qunitjs.com/QUnit.module/	api.qunitjs.com/QUnit.module/index.html	(from https://api.qunitjs.com/category/all/)
10:31:17	13923/13923	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:11%20GMT	http://api.qunitjs.com/QUnit.moduleStart/	api.qunitjs.com/QUnit.moduleStart/index.html	(from https://api.qunitjs.com/category/all/)
10:31:18	10739/10739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202016%2009:31:13%20GMT	http://api.qunitjs.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fapi.qunitjs.com%2Fexpect%2F&format=xml	api.qunitjs.com/wp-json/oembed/1.0/embede90e	(from http://api.qunitjs.com/expect/)
10:31:19	16778/16778	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:13%20GMT	http://api.qunitjs.com/QUnit.only/	api.qunitjs.com/QUnit.only/index.html	(from https://api.qunitjs.com/category/all/)
10:31:19	15832/15832	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:14%20GMT	http://api.qunitjs.com/QUnit.skip/	api.qunitjs.com/QUnit.skip/index.html	(from https://api.qunitjs.com/category/all/)
10:31:20	13859/13859	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:14%20GMT	http://api.qunitjs.com/QUnit.push/	api.qunitjs.com/QUnit.push/index.html	(from https://api.qunitjs.com/category/all/)
10:31:20	13471/13471	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:14%20GMT	http://api.qunitjs.com/QUnit.reset/	api.qunitjs.com/QUnit.reset/index.html	(from https://api.qunitjs.com/category/all/)
10:31:20	15955/15955	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2025%20Mar%202016%2009:31:15%20GMT	http://api.qunitjs.com/QUnit.stack/	api.qunitjs.com/QUnit.stack/index.html	(from https://api.qunitjs.com/category/all/)
